"role","skill_name","purpose","domain","install_tier","source_group","source_commit","package_relative_path","skill_file","permission_note"
"deployer","mobilevit-npu-deploy","Apple MobileViT (small/x-small/xx-small) 轻量级视觉 Transformer 模型在昇腾 NPU 上的完整部署与验证 Skill。涵盖环境检查、推理脚本、 精度验证（CPU vs NPU 余弦相似度 > 0.999）、性能基准测试全流程。 使用 torch_npu + transfer_to_npu 一键迁移 PyTorch 模型至 Ascend NPU。 当用户提到 MobileViT 昇腾部署、MobileViT NPU 推理、 轻量级视觉模型 NPU 适配时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","mobilevit-npu","mobilevit-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","moss-tts-npu-deployment","MOSS-TTS-Nano NPU 适配推理部署技能。在用户需要将 MOSS-TTS 语音合成模型部署到昇腾 Ascend NPU 时调用。 覆盖 PyTorch 和 ONNX 两种推理后端。 短触发词：MOSS-TTS NPU 部署、MOSS-TTS 昇腾适配、MOSS-TTS 语音合成部署","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","moss-tts-npu-deployment","moss-tts-npu-deployment/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","neutts-nano-npu-deploy","NeuTTS-Nano 多语言 TTS 模型系列（英/德/法/西）在昇腾 NPU 上的部署 Skill。 涵盖环境准备、模型下载、neutts + torch_npu 推理、精度验证与性能基准测试。 当用户提到 NeuTTS、NeuTTS-Nano、TTS NPU 部署、语音合成 NPU 推理、neutts-nano 时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","neutts-nano-npu","neutts-nano-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","openjourney-npu-deploy","prompthero/openjourney (Stable Diffusion 文生图模型) 在昇腾 NPU 上的完整部署 Skill。 涵盖环境准备、模型下载、diffusers + torch_npu 推理、精度验证、性能基准测试及异常恢复。 当用户提到 OpenJourney、Midjourney 风格迁移、prompthero/openjourney、SD NPU 部署、文生图 NPU 推理时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","openjourney-npu","openjourney-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","outetts-npu-deploy","OuteTTS 系列文本转语音模型在昇腾 NPU 上的部署与推理 Skill。 支持 OuteTTS-0.1-350M (LLaMA)、OuteTTS-0.2-500M (Qwen2)、 OuteTTS-0.3-500M (Qwen2) 三个模型版本， 涵盖环境准备、模型下载、NPU/PyTorch 直接推理、 精度评测验证（NPU vs CPU 波形一致性）的全流程。 适用于 Ascend 910B NPU 单卡推理场景。 当用户提到 OuteTTS 部署昇腾、OuteTTS NPU 推理、TTS 模型昇腾适配时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","outetts-npu","outetts-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","paddleocr-table-npu","PaddleOCR 表格识别全链路 4 模型在昇腾 NPU 上的端到端部署与验证 Skill。 覆盖版面检测(PP-DocLayout_plus-L)、印章文字检测(PP-OCRv4_server_seal_det)、 表格分类(PP-LCNet_x1_0_table_cls)、表格单元格检测(RT-DETR-L_wired_table_cell_det)。 支持自动下载、Paddle→ONNX→ATC→OM→ais_bench 推理、性能测试。 当用户提到 PP-DocLayout、PP-OCRv4、PP-LCNet、RT-DETR、文档版面检测、 印章检测、表格分类、表格单元格检测、昇腾 NPU、PaddleOCR 表格、OM 推理时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","paddleocr-npu","paddleocr-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","paraformer-npu-deploy","FunASR Paraformer 三款中文语音识别模型 (ASR / ASR+VAD+Punc / ASR+VAD+Punc+SPK) 在昇腾 NPU 上的端到端部署、推理验证、精度对比与性能 Benchmark Skill。涵盖环境准备、依赖安装、NPU 适配（ASR 主模型移至 NPU，VAD/Punc/SPK 子模型留在 CPU）、推理验证、精度对比（NPU vs CPU 100% 一致）、性能 Benchmark（1.8x-2.8x 加速比）的全流程。触发词：Paraformer NPU 部署、FunASR 昇腾、语音识别 NPU、昇腾 ASR 推理。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","paraformer-npu","paraformer-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","patchcore-npu","Capability in domain: model-specific-deployment.","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","patchcore-npu","patchcore-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","patchcore-npu-inference","对 MVTec-AD 数据集执行 PatchCore 异常检测的端到端推理（昇腾 800I A2 NPU 加速）。包含特征提取与记忆库构建（Coreset 采样）、异常评分与分割两个阶段，输出图像级和像素级 AUROC 指标以及端到端耗时，精度误差 < 1%（vs GPU/CPU 基线）。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","patchcore-npu-inference/skills/patchcore-npu-inference","patchcore-npu-inference/skills/patchcore-npu-inference/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","phikon-v2-npu-deploy","Owkin phikon-v2 (DINOv2 ViT-L/16) 病理学基础模型（303M 参数）在昇腾 NPU 上的自动推理部署与精度验证。涵盖环境准备、模型权重下载、NPU 推理验证、CPU/NPU 精度对比、性能基准测试全流程。适用于：NPU 部署、昇腾推理、精度验证、病理模型部署。触发词：phikon-v2 NPU 部署、phikon-v2 昇腾推理、phikon-v2 精度对比、Owkin 病理模型 NPU、DINOv2 病理 NPU。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","phikon-v2-npu","phikon-v2-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","phi-npu","Microsoft Phi 系列模型（phi-1、phi-1.5、phi-2）在昇腾 NPU 上的部署与验证。涵盖 vLLM-Ascend 服务启动、精度评测、性能基准测试及最佳实践。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","phi-npu","phi-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","plant-classify-npu-deploy","植物分类模型在昇腾 NPU 上的完整部署与精度验证 Skill。 涵盖 DenseNet121、ResNet18、ResNet50 三种模型架构在 Ascend910 NPU 上的 环境准备、推理脚本生成、CPU/NPU 精度对比、README 文档生成、终端截图生成 和 GitCode 模型仓库发布的端到端流程。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","plant-classify-npu","plant-classify-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","pp-ocrv3-npu","PP-OCRv3 多语言 OCR 模型昇腾 NPU 批量部署与验证","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","pp-ocrv3-npu","pp-ocrv3-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","pp-ocrv4-npu-deploy","PP-OCRv4 系列 OCR 模型在昇腾 NPU 上的完整部署与精度验证 Skill。 支持 10 个 PP-OCRv4 模型（检测、识别、版面分析）的自动下载、 ONNX NPU 推理、CPU/NPU 精度对比、README 生成和模型仓库发布。 当用户提到 PP-OCRv4、OCR、文字识别、昇腾 NPU、文本检测识别时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","pp-ocrv4-npu-deploy","pp-ocrv4-npu-deploy/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","qwen3-asr-npu-deploy","Qwen3-ASR-0.6B 与 Qwen3-ForcedAligner-0.6B 在昇腾 NPU 上的完整部署 Skill。 涵盖环境准备、依赖安装、自定义模型注册、ASR 语音识别推理、强制对齐时间戳预测、 精度验证（CER/WER）与性能基准测试的全流程。可在 Atlas 800 A2 等 Ascend 设备上一键复现。 当用户提到 Qwen3-ASR 部署昇腾、Qwen3 NPU ASR、语音识别模型 NPU、Qwen3-ForcedAligner NPU、 强制对齐 NPU、音频时间戳预测时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","qwen3-asr-npu","qwen3-asr-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","qwen-asr-npu-deploy","Ascend NPU deployment skill for Qwen3-ASR speech recognition models. Automates the complete pipeline of adapting, verifying, and deploying Qwen3-ASR (0.6B/1.7B) on Huawei Ascend NPUs via vLLM-Ascend. Covers environment setup, vllm-ascend compatibility patching, model loading validation, CPU-vs-NPU precision comparison, performance benchmarking, and documentation generation. Use when users need to deploy ASR models on Ascend NPU, validate transcription accuracy against CPU baseline, or troubleshoot multimodal model loading issues on vLLM-Ascend.","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","qwen-asr-npu-deploy","qwen-asr-npu-deploy/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","rapidocr-npu-model","Capability in domain: model-specific-deployment.","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","rapidocr-npu-model","rapidocr-npu-model/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","reader-lm-npu-deploy","Jina AI Reader-LM 系列模型 (reader-lm-0.5b / reader-lm-1.5b) 在华为昇腾 NPU (Ascend 910B1) 上的 vLLM-Ascend 部署 Skill。 涵盖模型权重下载 (ModelScope)、vLLM-Ascend 零代码适配、Dummy+Real 两阶段验证、 NPU vs CPU 精度对比、性能基准测试的全流程。基于 Qwen2ForCausalLM 架构，vLLM-Ascend 原生支持，无需修改模型代码。 当用户提到 Reader-LM 昇腾部署、reader-lm NPU 推理、Jina Reader LM NPU、HTML转Markdown NPU、reader-lm 0.5b 部署、reader-lm 1.5b 推理时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","reader-lm-npu","reader-lm-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","sambert-hifigan-tts-npu","Sambert-HifiGAN 语音合成模型在昇腾 NPU 上的完整部署、推理与精度测试 Skill。 支持 7 个模型（中文 4 模型 7 声音、英文美式 3 模型 4 声音）的自动下载、NPU 推理、 CPU/NPU 精度对比、测试报告生成、终端截图生成和 GitCode 模型仓库发布。 可在任意 Ascend910 系列服务器上一键复现。 当用户提到 Sambert、HifiGAN、TTS、语音合成、昇腾、NPU 时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","sambert-hifigan-tts-npu","sambert-hifigan-tts-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","selecsls-npu","SelecSLS 系列图像分类模型 (selecsls60b/selecsls60/selecsls42b) 在昇腾 NPU 上的自动部署、推理、CPU/NPU 精度验证与模型仓库发布。适用于：昇腾部署、NPU 推理、精度验证、模型发布。触发词：SelecSLS NPU 部署、selecsls 昇腾推理、SelecSLS 精度对比、npu-smi、ascend 部署。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","selecsls-npu","selecsls-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","semnasnet-npu","SEMNASNet (semnasnet_100/semnasnet_075) 图像分类模型在昇腾 NPU 上的部署、推理、CPU/NPU 精度验证与模型仓库发布。适用于：昇腾部署、NPU 推理、精度验证。触发词：SEMNASNet NPU 部署、semnasnet 昇腾推理、SEMNASNet 精度对比、npu-smi。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","semnasnet-npu-skill","semnasnet-npu-skill/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","senet-npu","SE-Net 系列 9 个模型 (SE-ResNet/SENet154/SE-HaLO-Net/SE-BotNet) 在昇腾 NPU 上的部署、推理、CPU/NPU 精度验证与模型仓库发布。适用于：昇腾部署、NPU 推理、精度验证。触发词：SE-Net NPU 部署、senet 昇腾推理、精度对比、npu-smi。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","senet-npu","senet-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","sequencer2d-npu","Sequencer2D 系列 3 个模型 (sequencer2d_s/m/l) 在昇腾 NPU 上的部署、推理、CPU/NPU 精度验证与模型仓库发布。适用于：昇腾部署、NPU 推理、精度验证。触发词：Sequencer2D NPU 部署、sequencer2d 昇腾推理、精度对比、npu-smi。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","sequencer2d-npu","sequencer2d-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","siglip-npu-deploy","SigLIP/SigLIP2 视觉模型（15 个 ViT-B/ViT-L 变体）在昇腾 NPU 上的完整部署、 推理验证、CPU/NPU 精度对比与模型仓库发布 Skill。 支持串行处理多模型，避免显存爆炸。适用于 open_clip SigLIP/SigLIP2 系列在 Ascend910 上的批量适配与验证。当用户提到 SigLIP、SigLIP2、CLIP、open_clip、 图像特征提取 NPU 部署时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","siglip-npu","siglip-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","sk-resnet-npu","SK-ResNet models in 昇腾 NPU deployment, including SKResNeXt50, SKResNet34, and SKResNet18. Automates NPU adaptation, CPU/NPU inference, accuracy comparison, terminal screenshot generation, and GitCode model repository publishing for Selective Kernel Network models on Ascend910 NPU.","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","sk-resnet-npu","sk-resnet-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","soprano-80m-npu-deploy","Soprano-80M 超轻量TTS模型在华为昇腾 NPU 上的完整部署与推理验证 Skill。 涵盖环境准备、依赖安装、模型下载、NPU 推理验证、精度对比验证的全流程。 基于 Qwen3ForCausalLM 架构 + ConvNeXt 音频解码器，80M 参数，显存 < 1GB。 当用户提到 Soprano NPU 部署、Soprano TTS 昇腾推理、文本转语音 NPU 适配时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","soprano-80m-npu","soprano-80m-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","speaker-diarization-npu-deploy","Pyannote Speaker Diarization (speaker-diarization / speaker-diarization-community-1) 说话人日志模型在华为昇腾 NPU 上的完整部署与推理验证 Skill。 涵盖环境准备、依赖安装、NPU 适配补丁（torchcodec 替换、FFT 路由、设备检测）、 推理验证、精度对比、性能评测的全流程。可在 Ascend910 系列服务器上一键复现。 当用户提到 pyannote 说话人日志 NPU 部署、说话人分离 NPU、speaker diarization NPU 时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","speaker-diarization-npu","speaker-diarization-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","swin-batch-npu","Swin Transformer 系列在 昇腾 NPU 部署 — 集成 ModelScope 权重下载、CPU/NPU 推理、精度对比、README 文档生成、终端截图生成与 GitCode 模型仓库发布的统一部署 Skill。支持 19 个 Swin Transformer 变体（tiny/small/base/large，in1k/in22k/384分辨率）。在适配 Swin Transformer 系列模型时，必须触发此 Skill。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","swin-batch-npu","swin-batch-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","swin-transformer-npu","Swin Transformer 系列图像分类模型 (tiny/small/s3/base/large, 224/384 输入) 在昇腾 NPU 上的完整部署、推理验证、CPU/NPU 精度对比、README 生成与模型仓库发布 Skill。适用于：昇腾部署、NPU 推理、精度验证、模型发布。触发词：Swin Transformer NPU 部署、swin 昇腾推理、Swin Transformer 精度对比、npu-smi、ascend 部署。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","swin-transformer-npu","swin-transformer-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","swinv2-npu-skill","SwinV2 Transformer models in 昇腾 NPU deployment covering environment setup, model inference, CPU/NPU precision comparison, README generation, screenshot generation, GitCode model repo publishing, and batch processing for all 15 SwinV2 variants from the timm model zoo.","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","swinv2-npu-skill","swinv2-npu-skill/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","timm-mixnet-npu","timm MixNet 系列 3 个模型 (tf_mixnet_s/m/l.in1k) 在昇腾 NPU 上的部署、推理、CPU/NPU 精度验证、终端截图生成与模型仓库发布。适用于：昇腾部署、NPU 推理、精度验证。触发词：MixNet NPU 部署、timm mixnet 昇腾推理、精度对比、npu-smi。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","timm-mixnet-npu","timm-mixnet-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","timm-npu-adapt","将 HuggingFace timm 视觉分类模型适配到华为昇腾 NPU 的一站式流程。支持推理精度验证、性能基准测试和完整部署。已验证 MobileNetV4、VOLO、ResNeXt、SE-ResNet、CaiT、XCiT 等 10 个视觉模型。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","timm-npu-adapt","timm-npu-adapt/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","timm-se-npu-batch24","timm SE 系列图像分类模型（ResNet、SENet、HaloNet、BoTNet）昇腾 NPU 适配、推理测试、精度对比、文档生成与模型仓库发布的统一部署 Skill。支持的模型包括 seresnet50、seresnet33ts、seresnet152d、senet154、sehalonet33ts、sebotnet33ts 等 9 个 SE 架构变体。在适配 timm SE 系列模型时，必须触发此 Skill。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","timm-se-npu-batch24","timm-se-npu-batch24/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","tinynet-npu","TinyNet (tinynet_e/d/c/b/a) 图像分类模型在昇腾 NPU 上的部署、推理、CPU/NPU 精度验证与模型仓库发布。适用于：昇腾部署、NPU 推理、精度验证。触发词：TinyNet NPU 部署、tinynet 昇腾推理、TinyNet 精度对比、npu-smi。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","tinynet-npu-skill","tinynet-npu-skill/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","tiny-vit-npu","TinyViT 系列模型昇腾 Ascend910 NPU 自动化部署、推理与精度验证 Skill","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","tiny-vit-npu","tiny-vit-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","trocr-npu-deploy","TrOCR (小/中/大 印刷体/手写体) OCR 模型在华为昇腾 NPU 上的推理部署 Skill。 涵盖环境准备、依赖安装、模型下载、NPU 推理验证、精度对比评测的全流程。 支持 microsoft/trocr-{small,base,large}-{printed,handwritten} 共 6 个模型。 当用户提到 TrOCR 部署昇腾、TrOCR NPU 推理、OCR 模型 NPU 适配、trocr 打印体/手写体识别时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","trocr-npu","trocr-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","twins-npu","Twins 系列模型（SVT/PCPVT）昇腾 Ascend NPU 部署与精度验证 Skill","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","twins-npu","twins-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","vgg-npu-deploy","VGG 系列 7 个模型 (vgg19/vgg16/vgg13/vgg11 及 BN 变体) 在昇腾 NPU 上的部署、推理、CPU/NPU 精度验证与模型仓库发布。适用于：昇腾部署、NPU 推理、精度验证。触发词：VGG NPU 部署、vgg 昇腾推理、精度对比、npu-smi、timm。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","vgg-npu","vgg-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","vit_base_patch16_224-dino-npu-deploy","DINO ViT-B/16 (vit_base_patch16_224.dino) 自监督视觉 Transformer 模型在昇腾 NPU 上的 一键部署、推理验证与精度对比 Skill。涵盖环境准备、torch hub 权重加载、NPU 推理脚本、 精度对比（cosine similarity < 1%）、性能基准测试的全流程。可在任意 Ascend910 系列 服务器上复现。当用户提到 DINO ViT 部署昇腾、DINO NPU 推理、vit_base NPU 时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","vit_base_patch16_224-dino-npu","vit_base_patch16_224-dino-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","vit_small_patch16_dinov3.lvd1689m-npu","DINOv3 ViT-Small (vit_small_patch16_dinov3.lvd1689m) 图像特征提取模型在昇腾 Ascend910B4 NPU 上的推理适配 Skill。覆盖环境准备、依赖安装、模型加载、NPU 推理验证、CPU/NPU 精度对比（cos > 0.999）、性能基准测试（batch size sweep）全流程。当用户提到 vit_small_patch16_dinov3、DINOv3 NPU、ViT-Small 昇腾、timm 模型 NPU 推理时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","vit_small_patch16_dinov3.lvd1689m-npu","vit_small_patch16_dinov3.lvd1689m-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","vit-base-patch16-224-in21k-npu","Google ViT-Base-Patch16-224-IN21K Vision Transformer 在昇腾 NPU 上的推理适配与部署 Skill。涵盖环境准备、ModelScope 权重下载、transfer_to_npu 自动迁移、CPU/NPU 精度对比验证、性能基准测试的全流程。当用户提到 ViT 昇腾部署、Vit NPU 推理、视觉模型 NPU、google/vit-base-patch16-224-in21k 适配时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","vit-base-patch16-224-in21k-npu","vit-base-patch16-224-in21k-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","voice-activity-detection-npu","pyannote/segmentation (PyanNet) 语音活动检测模型在华为昇腾 NPU 上的完整部署、推理、CPU/NPU 精度对比与 VAD 管线处理。适用于：NPU 部署、昇腾推理、精度验证、语音端点检测。触发词：VAD 语音活动检测 NPU、pyannote segmentation 昇腾、voice activity detection npu 部署、pyannote 精度对比、VAD NPU 推理。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","voice-activity-detection-npu","voice-activity-detection-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","volo-npu-deploy","VOLO (Vision Outlooker) 系列 11 个模型 (volo_d1~volo_d5) 在昇腾 NPU 上的完整部署、推理验证、CPU/NPU 精度对比与模型仓库发布。适用于：昇腾部署、NPU 推理、精度验证。触发词：VOLO NPU 部署、volo 昇腾推理、精度对比、npu-smi。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","volo-npu","volo-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","vtp-npu-adapation","MiniMax VTP (Visual Tokenizer Pre-training) 全系列模型在华为昇腾 NPU 上的完整适配与部署 Skill。 覆盖 VTP-Small、VTP-Base、VTP-Large 三个规模（f16d64），支持自编码器重建、 CLIP 零样本分类、SSL 特征提取三种推理模式。 含自动设备检测、RoPE dtype 精度修复、NPU vs CPU 精度验证、性能基准测试的全流程。 当用户提到 VTP 昇腾适配、VTP NPU 推理、视觉分词器 NPU 部署时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","vtp-npu-adapation","vtp-npu-adapation/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","vtp-small-f16d64-npu-deploy","MiniMax VTP-Small-f16d64 视觉 Tokenizer 模型在昇腾 NPU 上的完整部署、推理验证与精度对比 Skill。 涵盖环境准备、ModelScope/HuggingFace 权重下载、CANN 配置、自动迁移适配、CPU/NPU 精度对比、 BF16 混合精度推理、批量重建评估、DDP 分布式推理、性能基准测试以及异常处理与回滚的全流程标准化指南。 当用户提到 VTP NPU 部署、MiniMax 视觉模型 NPU 推理、visual tokenizer NPU 适配时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","vtp-small-f16d64-npu","vtp-small-f16d64-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","wav2vec2-indonesian-javanese-sundanese-npu","wav2vec2-indonesian-javanese-sundanese 多语种语音识别模型在昇腾 NPU 上的部署与推理 Skill。 涵盖环境准备、模型下载、transfer_to_npu 自动迁移、NPU 推理验证、 CPU/NPU 精度对比、性能基准测试的全流程。可在任意 Ascend910 系列服务器上一键复现。 当用户提到 wav2vec2 昇腾部署、印尼语语音识别 NPU、语音模型 Ascend 时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","wav2vec2-indonesian-javanese-sundanese-npu","wav2vec2-indonesian-javanese-sundanese-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","wav2vec2-large-xlsr-53-greek-npu","wav2vec2-large-xlsr-53-greek 希腊语语音识别模型在昇腾 NPU 上的自动迁移部署、CPU/NPU 推理精度验证与适配。适用于：昇腾部署、NPU 推理、语音识别 ASR、精度验证。触发词：wav2vec2 希腊语 NPU 部署、wav2vec2-large-xlsr-53-greek 昇腾推理、精度对比、transfer_to_npu。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","wav2vec2-large-xlsr-53-greek","wav2vec2-large-xlsr-53-greek/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","wav2vec2-urdu-npu-deploy","wav2vec2-large-xls-r-300m-Urdu 乌尔都语语音识别模型在昇腾 NPU 上的 完整部署与推理验证 Skill。涵盖环境准备、模型下载、transfer_to_npu 自动迁移、 NPU 推理验证、精度对比验证（NPU vs CPU）的全流程。 可在任意 Ascend910 系列服务器上一键复现。 当用户提到 wav2vec2 部署昇腾、Urdu ASR NPU、wav2vec2 NPU 推理、 乌尔都语语音识别 NPU 时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","wav2vec2-large-xls-r-300m-urdu-npu","wav2vec2-large-xls-r-300m-urdu-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
